body,link,title
" Colombia’s coronavirus vaccination drive kicks off on Wednesday with controversies over unreported vaccines and a highly infectious strain from Brazil.The government of President Ivan Duque pushed the start of its National Vaccination Plan forward to Wednesday after allegedly receiving the first 50,000 vaccines from pharmaceutical firm Pfizer on Monday.These vaccines will be distributed regionally depending on the number of first line healthcare workers per province, according to Health Minister Fernando Ruiz.National Vaccination Plan schedule“Chaotic” start of vaccination driveThe vice-president of the Colombian Medical Federation, Carolina Corcho, called the prioritization of Health Minister Fernando Ruiz “chaotic” and stressed the shots would vaccinate 25,000 people.The Prizer vaccine requires a second shot that ought to be administered 21 days after the first, according to the US Center for Disease Control and Prevention.According to the health minister, the pharmaceutical company will send another 50,000 shots in the first week of March.The ministry’s regional distribution list indicated that the government is taking no risk as the capital Bogota and the country’s 32 departments will be only be delivered even numbers.Strangely, the list said 208 shots less than received would be distributed.Regional progress on vaccinationThe Amazonas dilemmaThe insecurity is causing particular concern in the southern Amazonas province, which borders Brazil and has been cut off from the rest of the country after the detection of a more infectious strain originating from the neighboring country.Amazonas will receive 54 shots, which would allow the guaranteed of 27 of its 335 first line healthcare workers, who have been designated the top priority group.Governor Jesus Galindo called on the government to prioritize the mass vaccination of his province to create an “epidemiological buffer” that would prevent the Brazilian strain from spreading in the rest of Colombia.Ruiz said to be studying the possibility of prioritizing Amazonas after the arrival of 192,000 Sinovac shots from China on Saturday.These shots would be enough to vaccinate the approximately 80,000 inhabitants of Amazonas, including the 50,000 living in the border city Leticia.Race against the clockDuque is under pressure after the president promised to have vaccinated 35 million of Colombia’s 50 million inhabitants before the end of the year, three months before congressional elections.Like in other countries, the delivery of the vaccines is not going according to plan though.The government admitted on Tuesday that it would only receive 337,000 shots of multiple providers in February instead of the 850,000 promised last month.With elections approaching, opposition parties in Congress are particularly critical about the roll-out of the unprecedented vaccination campaign while coalition parties are nervous that delays could cost them seats. AmazonascoronavirusNational Vaccination PlanPublic health ",https://colombiareports.com/colombias-covid-vaccination-drive-kicks-off-with-controversies/,Colombia’s COVID vaccination drive kicks off with controversies
" Colombia’s Defense Minister Diego Molano said Tuesday that he believes he can finally “achieve victory against drug trafficking” after more than three decades.Molano, a business administrator, was appointed by President Ivan Duque after former Defense Minister Carlos Holmes Trujillo died of COVID-19 last month.In an interview with newspaper El Espectador, the new defense minister said he would continue Trujillo’s “frontal attack” and “achieve victory against drug trafficking.”When asked about specifics, however, Molano’s priorities sounded significantly different than that of his predecessor.US counternarcotics in Colombia: a prehistory Trujillo and his predecessor, Guillermo Botero, focused almost entirely on the forced eradication of coca, the base ingredient of cocaine.Molano exposed to have a more broader vision on counternarcotics and public security.To achieve victory against drug trafficking we have to attack the entire drug trafficking chain with the eradication of coca crops, the dismantling of laboratories, and the tracking of drug trafficking money.Defense Minister Diego MolanoPerhaps most importantly, the new defense minister made social investment in historically neglected rural regions an explicit part of his security policy.These investment plans are part of a 2016 peace deal with demobilized FARC guerrillas that is fiercely opposed by Duque’s far-right Democratic Center party, but endorsed by the US Government.Realigning with Washington DC?The defense minister indicated he had listened to Secretary of State Antony Blinken, who recently stressed his support for peace and the dismantling of drug trafficking organizations.Molano said he was “certain we will achieve victory against these groups in several regions” combining military efforts with the rural investment.The defense minister remained quiet about a possible resumption of the aerial spraying of coca, which Molano last week said to be pursuing like his predecessor had before him.This controversial strategy was explicitly endorsed by former US President Donald Trump, but has not been suggested by the administration of trump’s successor, US President Joe Biden.Colombia’s new defense minister may be saying he will continue his predecessor’s policies, but indicated he was searching for policies that could count on the new American government’s support. Diego MolanoDrug policydrug traffickingpeace processpublic security ",https://colombiareports.com/cute-colombias-defense-minister-believes-in-victory-against-drug-trafficking/,CUTE: Colombia’s defense minister believes in ‘victory against drug trafficking’
" Colombia’s government and traditional political parties have made and proposed changes that could complicate free and fair elections next year.The latest controversy arose on Monday when the director of the Federation of Municipalities, Gilberto Toro, to postpone next year’s congressional and presidential elections so they coincide with local elections.Toro’s claim that postponing the elections until 2023 would save a “loads of money” was discarded quickly by the opposition and independent parties.Vote-buying preparationsHolding all elections on one day may be cheaper for the tax payer, but also for dark forces who obtain political power through vote-buying.President Ivan Duque’s far-right Democratic Center party and its coalition partner, Radical Change, would have difficulty buying vote next year as both are being investigated for election fraud by the Supreme Court.The government’s low approval rating and the coronavirus further increase the chances for opposition parties and anti-corruption candidates in next year’s elections.The criminal investigations and electoral insecurity would make it more difficult for corrupt candidates to find illegal investments from businesses who may fear losing their investment.Buying Colombia’s local elections: a user’s manualGood-ole riggingWith the approval of Congress, Duque has given National Registrar Alexander Vega considerably more powers and a massive budget increase, raising additional concerns.The National Registrar has the faculty to simply deny evidence of fraud, which was a problem before the controversial Vega was appointed and given extra powers already.Evangelical party MIRA was expelled from the Senate through in 2014 using a fraud scheme that allegedly secured the 2018 election of between 10% and 20% of Congress.Both Vega and his predecessor Juan Carlos Galindo refused to investigate this, which caused major tensions following the last elections.Colombia’s 2014 elections were sabotaged: State CouncilVoter exclusionDuque has refused to reestablish diplomatic ties with Venezuela, which bars approximately 3 million citizens who are living in the neighboring country from taking part in the elections.Former presidents Juan Manuel Santos and Alvaro Uribe also distrusted the electoral preference of Colombian migrants in Venezuela, and refugees in particular.Santos claimed in 2018 that his Venezuelan counterpart Nicolas Maduro was paying Colombian residents to vote without providing any evidence.This distrust now apparently targets Colombians who have returned from the neighboring country. According to newspaper El Tiempo. Colombians fleeing Venezuela were part of another plot by Maduro to influence the elections.The national registrar told the newspaper he was considering action.Duque’s fear for Colombia’s migrant votesVoter manipulationPresidential intelligence agency DNI appears to be colluding with El Tiempo and weekly Semana to publish all kinds of unsubstantiated conspiracy theories over electoral meddling plots from Venezuela and Cuba.The socialist island state, for example, would have a strategy to bolster “support networks that favor their interests, pressure governmental decisions, co-opt supporters of the revolution and generate destabilization of the democratic system and institutions,” Semana reported in January.So far, the baseless claims haven’t accused specific candidates or parties of receiving outside support, but appear to be seeking to generate a general distrust of opposition.Ironically, Prosecutor General Francisco Barbosa, Semana and apparently the DNI colluded to falsely accuse the progressive candidate in Ecuador’s elections of receiving financial support from guerrilla group ELN.Colombia bungles conspiracy to meddle in Ecuador’s electionVoter intimidationFar-right group Aguilas Negras, which is associated with the security forces, has been publishing death threats that seek to intimidate supporters of opposition Senator Gustavo Petro.This intimidation is aggravated by violence from all kinds of illegal armed groups targeting human rights defenders and community leader who exercise significant influence over voters with a moderate or left-wing tendency.The Office of the United Nations Secretary General warned in December that this violence is increasingly spilling over to political parties from all sides of the political spectrum.The president said in December he wanted to form a new intelligence agency, the CI3T, “for the exchange and evaluation of intelligence information that allows the monitoring and anticipation of terrorist actions.”This agency would seek to discourage “inciting hatred,” a term used to stigmatize opposition, and “provide legitimacy to the State,” a term used to justify the abuse of power.The so-called anti-terrorism campaign would specifically target young people, whose political activity has been criminalized for decades. 2022 electionselection fraud ",https://colombiareports.com/will-colombias-2022-elections-be-free-and-fair/,Will Colombia’s 2022 elections be free and fair?
" Colombia’s war crimes tribunal ordered investigations into the military for allegedly tampering witnesses testifying against former commanders over the mass killing of civilians.The Special Jurisdiction for Peace formally asked the Prosecutor General’s Office and Inspector General’s Office to investigate witness claims that lawyers provided by the military were telling former soldiers not to incriminate generals “to avoid problems” in 2019 and last year.One soldier testified that attorneys provided by the Specialized Technical Defense Fund (Fondetec) “told us: what evidence do you have to link [retired] general [Mario] Montoya, the [former] commander of the army. Your situation could be turned upside down.”Montoya is suspected of being one of the architects of the sinister practice to execute civilians and present them as guerrillas killed in combat that became common under former President Alvaro Uribe.How Colombia’s former army chief is drowning in his own buckets of blood According to soldiers, Fondetec had been manipulating witnesses “to improve the defense of those in the top” of the military, which is investigated for the killing of between 2,500 and 10,000 civilians is being complicated by Fondetec, soldiers told the transitional justice court.The military allegedly sought to also manipulate imprisoned soldiers during a two-day “Educational Course About the Integral System for Truth, Justice and Reparation and Psycho-Social Assistance for Witnesses Before the Special Jurisdiction for Peace” in late 2018.Fondetec director Jorge Arturo Ramos told government-loyal newspaper El Tiempo that no attorney provided by the military had been instructed to tamper witnesses.Never have instructions that would break the law been given and we are working to strengthen this free specialized technical defense mechanism for the heroes of the homeland.Fondetec director Jorge Arturo RamosNeither the Prosecutor General’s Office nor the Inspector General’s Office have followed up the February 2 investigation order, according to Ramos.At least one civilian witness against Montoya survived an assassination attack. Multiple soldiers have said they were threatened with death for testifying against the former general and convicted former Colonel Hernan Mejia. armed conflictfalse positivesJEPmilitarypeace processWar Crimes ",https://colombiareports.com/colombias-military-suspected-of-tampering-war-crime-witnesses/,Colombia’s military suspected of tampering war crime witnesses
body,link,title
" Native Colombia lost one of its most important leaders to COVID-19 on Saturday, the national indigenous organization ONIC announced.Luis Fernando Arias, the Chief Counselor of the ONIC, died in a hospital in the northern city of Barranquilla weeks after testing positive to the coronavirus.“His return to the bosom of Mother Earth fills us with sadness,” said the Indigenous Organization of Antioquia in a press release, adding that “today we didn’t just lose a brother, but a leader of the regional and country’s indigenous peoples.Native Colombia ‘s recommended response to the coronavirus: return to the originThe organization representing 212 indigenous communities from the northwestern province said they will remember the ONIC director as “an example that will motivate us to continue working for the demand and vindication of the rights of the communities, the good life, and our guiding principles of Unity, Territory, Culture and Autonomy.”Native Colombia today is mourning the loss of an invaluable leader, who leaves an indelible legacy in the social processes of the indigenous peoples of the country and of Antioquia, as well as in the social and popular sectors with whom he also wove bonds of unity.Indigenous organization of AntioquiaPresident Ivan Duque, who has had a tense relationship with indigenous peoples since taking office, praised Arias as “a great man, leader and representative.”“The indigenous peoples declare a national mourning,” said Senator Feliciano Valencia, another prominent indigenous leader from the Nasa people in southwestern Colombia.“We say farewell to one of the most important leaders of the indigenous movement,” added the native Colombian senator.Colombia’s largest labor union CUT expressed their remorse about the loss of Arias, who they called a “companion and friend.”Native Colombia’s fighting COVID without governmentArias was a member of the Kankuamo people from northern Colombia where they are known as the “guardians of the global balance.”The elder had been the most senior leader of the ONIC for almost a decade and one of the main coordinators of the indigenous people’s response to the pandemic last year. coronavirusindigenous issuesLuis Fernando Arias ",https://colombiareports.com/native-colombia-in-mourning-over-loss-of-leader-to-covid-19/,Native Colombia in mourning over loss of leader to COVID-19
" Colombia’s government will receive the first COVID-19 vaccines only days before the National Vaccination Plan is set to kick off, newspaper El Tiempo reported Sunday.The government-loyal newspaper said the first 50,000 vaccines out of a promised 10 million from US pharmaceutical firm Pfizer will arrive in Bogota on Wednesday and Thursday.With these 50,000 vaccines, the Health Ministry and local authorities on Saturday hope to kick off the National Vaccination Plan that seeks to vaccinate 35 million of Colombia’s 50 million inhabitants before the end of the year.Neither Pfizer not the government confirmed the newspaper’s claim that was allegedly based on the government work document.Confusion about vaccines’ arrival and injectionThe government of President Ivan Duque initially said it would be receiving more than 800,000 vaccines in February, which was later lowered to 135,000.According to El Tiempo, the arrival of the 50,000 Pfizer shots is guaranteed, adding that “more could arrive this week, according to the Health Ministry’s expectations.”The Health Ministry previously said to also expect vaccines from the international COVAX initiative this month, but the exact arrival date of these shots has apparently not been confirmed.According to the Health Ministry, people will be able to check where and when they will receive their vaccine through the online platform “Mi Vacuna,” which was launched on Friday and suffered blackouts on Sunday morning.Healthcare workers ‘to receive first jabs’The newspaper reported that first line healthcare workers from the capital Bogota and the populated Antioquia and Valle del Cauca provinces would receive the first vaccines.El Tiempo ‘s claims were incomprehensible. Based on the national distribution of Colombia’s first line health workers, the newspaper said that Bogota would receive 12,852 shots before Saturday of the first batch, another 6,570 would be sent to Antioquia capital Medellin and the remaining 5,184 to Cali, the capital of Valle del Cauca.This is less than half of the vaccines reportedly arriving this week though. Nevertheless, the newspaper implied that the first batch would also be distributed to other regions and would vaccinate 16% of Colombia’s estimated 300,000 first line healthcare workers,This would include sending 12 vaccines to the remote Vaupes province, which would make little sense logistically.Elderly must wait?All people of 80 years and older are the highest priority group of five in the government’s National Vaccination Plan.According to El Tiempo, however, these people would have to wait until the health workers are vaccinated.National Vaccination Plan scheduleThe global vaccination campaign is an unprecedented challenge for both the pharmaceutical industry and governments worldwide and has been marred by hiccups.The Colombian government has been explicit about the kick-off of the National Vaccination Plan on Saturday and its intended finish by the end of the year.But unlike El Tiempo, Health Minister Fernando Ruiz has been reluctant to reveal any other specifics and possibly provide false hope as delays beyond his control are as likely to happen in Colombia as anywhere else in the world. coronavirusNational Vaccination PlanPublic health ",https://colombiareports.com/colombia-to-receive-first-50k-covid-19-vaccines-this-week-report/,Colombia to receive first 50K COVID-19 vaccines this week: report
" Colombia’s peace commissioner seems unable to understand that no country in the world would threaten global peace just to please far-right President Ivan Duque.The international community appears to have given up on the Colombian government Peace Commissioner Miguel Ceballos who continues to deny that, unlike every other government in the world, the Duque administration has no obligation to honor international agreements between states.Despite international warnings Duque sought to violate his country’s international obligations, the president has consistently demanding the extradition of ELN peace negotiators who are in Cuba awaiting the resumption of peace talks Duque suspended after taking office in 2018.How terrorism works | Part 1: Colombia’s ELN guerrillasCeballos’ fantasy worldFollowing a terrorist attack in January 2019 that killed more than 20 police cadets, Colombia’s president demanded the extradition of the ELN peace negotiators, claiming they were involved in the attack.This would mean a breach of the international agreement made ahead of the talks that obliged the Colombian state to facilitate the ELN guerrillas a safe return to Colombia in the even the peace talks broke down.Newspaper El Espectador again tried to explain extraditing the ELN chiefs would make both Colombia and Cuba violate agreements made with multiple states and the United Nations, and severely complicate any possible future peace talks elsewhere in the world.Among other almost hilarious demonstrations of the delusions of the graduate of one of Colombia’s universities most aligned with organized crime, the Sergio Arboleda University, the peace commissioner insisted Cuba has the “international obligation” to do what Colombia’s government says.Sergio Arboleda University: educating Colombia’s mafia Duque’s isolationDuque received the support of far-right former US President Donald Trump, but has been isolated since President Joe Biden took office.Contrary to tradition, Biden has yet to call the Colombian counterpart over tensions the Duque administration interfered in the US elections in support of Trump.US Secretary Antony Blinken, however, stressed the US Government’s support for peace, Ceballos and his boss have yet to show interested in.State convicted for “the worst massacre” in the history of Colombia’s armed conflictCeballos’ creative understanding of his jobIn an other surprising demonstration Ceballos may not understand his job, the peace commissioner said his job was not to promote peace in Colombia, but to “verify the real willingness for peace of the counterpart.”Ceballos previously bungled ongoing efforts that sought the surrender of the country’s largest paramilitary group, the AGC, and revived an individual demobilization program that plummeted the number of members of illegal armed groups taking part in demobilizations.Contradicting Defense Ministry statistics, the peace commissioner claimed this program was a success.Ceballos’ almost unprecedented talent to fail in every one of his duties has contributed to the rapidly deteriorating security situation, and an increase in armed conflict and human rights violations. armed conflictELNMiguel Ceballospeace commissioner ",https://colombiareports.com/the-tragicomic-ineptitude-of-colombias-peace-commissioner/,The tragicomic ineptitude of Colombia’s peace commissioner
" Human Rights Watch slammed Colombia’s government on Wednesday for failing to act against deadly violence that has killed more than 420 human rights defenders since 2016.In a report, the international human rights organization said “the authorities do not exercise effective control over several areas previously controlled by the FARC,” the former guerrilla group that demobilized in 2017.This government failure “has largely enabled violence against human rights defenders,” according to HRW, which stressed that particularly violence against native Colombian leaders was “disproportionately high.”The government has deployed troops to many areas, but has not strengthened the justice system at the same time or ensured adequate access to economic and educational opportunities, and public services.Human Rights WatchThe failures of the government of President Ivan Duque to provide basic services and implement the 2016 peace deal with the FARC “have significantly limited the government’s efforts to counteract the power of armed groups and prevent human rights violations,” the human rights organization said.HRW particularly decried the government’s refusal to continue the implementation of the peace deal’s proposed substitution of coca, the basic ingredient of cocaine, which put community leaders who have promoted this counternarcotics strategy at risk.It is fundamental the government takes meaningful steps to end this decades-long cycle of violence, which includes considering alternative approaches to drug policy that reduce the profitability of the drug trade.Human Rights WatchThe human rights organization additionally blasted the National Protection Unit, which is supposed to offer protection to threatened citizens, and other government agencies to respond to alerts issued by the government’s human rights office.The prosecution additionally admitted to identifying no more than 57 suspects in the 421 assassination investigations, stressed HRW. In 19 of the 34 conviction, the judge did not specify the motive of the murder.The human rights organization confirmed that Duque has failed to comply with his obligation to convene the so-called National Commission for Security Guarantees” which was conceived to formulate policies to dismantle illegal armed groups, particularly those sponsored by the private sector or in collusion with the security forces.The president’s Democratic Center party has opposed the peace process since it first entered Congress in 2014. The president’s political patron and the far-right party’s founder, former President Alvaro Uribe, has long stigmatized human rights defenders. armed conflictHRWpeace processpolitical violencesocial leaders ",https://colombiareports.com/hrw-slams-colombia-over-failure-to-curb-violence-against-human-rights-defenders/,HRW slams Colombia over failure to curb violence against human rights defenders
" Colombia’s mass media have been stigmatizing citizens who migrated to Venezuela for more than 15 years.According to Colombia’s migration agency, more than 1,729,000 Venezuelans migrated to Colombia in the past year.More than 500,000 Colombians additionally registered their return as they have been encouraged to do since 2012.The government of President Ivan Duque is concerned about how these migrants may vote in next year’s elections, however.The president’s political patron, former President Alvaro Uribe, refused to acknowledge the migrants’ existence while the country’s mass media portrayed them as traitors.The fear of the voting migrantNewspaper El Tiempo reported in November that the government was concerned abut the participation of almost 380,000 “Venezuelans” in “an alleged plan of the regime of Nicolas Maduro” to influence the 2022 elections.El Tiempo specified it wasn’t talking about Venezuelans, but the children of Colombians who have fled the neighboring country over the past seven years.The newspaper published statistics that were consistent with all 570,000 citizens who registered their return with the National Registry as they have been encouraged to do as as part of the “Colombia Nos Une” program since 2012.Colombians registering return from VenezuelaThe 380,000 referred to those Colombian citizens who will be allowed to vote unlike the approximately 3.5 million Colombians estimated to live in Venezuela.Maduro cut off all diplomatic ties and Colombians’ possibility to vote from abroad in February 2018 after Duque facilitated an opposition attempt to oust his Venezuelan counterpart.The subsequent tensions spurred a reported surge of ethnic violence against Colombians in Venezuela and the return of migrants who are now met with suspicion and stigmatization at home.The crime of leaving of ColombiaThis origin of the distrust of migrants can be traced back to 2004 when Venezuela’s late President Hugo Chavez sought to give undocumented immigrants voting rights ahead of an August 2004 recall referendum.According to Chavez, his “Mission Identity” would allow some 1.5 million undocumented immigrants, mostly alleged victims of Colombia’s armed conflict, to request an identity card that came with voting rights in February 2004.“Approximately one million Colombians were able to receive their Venezuelan ID cards thanks to Mission Identity kicked off” by the Venezuelan President “to obtain support in the recall referendum,” according to far-right newspaper El Colombiano in February 2005.El Tiempo reported in March that year that, according to the migration authority in Caracas, 186 thousand of the 595 thousand Colombians who had signed up for legalization “enjoy Venezuelan nationality.”The political patron of Maduro never needed the immigrants’ votes; Chavez won the referendum with a 2 million-vote lead.The alleged refugees were convenient to discredit Uribe, who was a fierce critic of Chavez’s “Bolivarian Revolution” and an outspoken supporter of Venezuela’s opposition.Colombian media’s subsequently stigmatized the migrants by falsely claiming they were Chavez’ electoral tool or given Venezuelan nationality.When Duque’s political patron left office in 2010, the Colombian government acknowledged the migration to Venezuela of no more than 100 thousand Colombians since 1997.According to one of the government’s latest conspiracy theories, the Colombians who returned from Venezuela are now a potential threat to democracy. 2022 electionsarmed conflictdisplacementmigrationVenezuela ",https://colombiareports.com/duques-fear-for-colombias-migrant-votes/,Duque’s fear for Colombia’s migrant votes
" Colombia’s new defense minister asked mayors for financial support on Wednesday to add 21,000 men and women to the National Police before the end of next year.According to Defense Minister Diego Molina, the “Segments for Life” strategy seeks to “strengthen police action in places where there is excessive crime.”To do this, Molano said he would immediately order 7 thousand cops who are currently doing desk duties to carry our street patrols and together with 5,000 cadets expected to graduate this year.Recovering from ELN attackThe recruitment of another 15,000 new officers next year would return the total number of policemen to 180,000, the police force Colombia had before the ELN plunged the National Police in crisis.A guerrilla car bomb killed 22 police cadets in the General Santander police academy in Bogota in January 2019.How terrorism works | Part 1: Colombia’s ELN guerrillasSix months after the attack, 39,000 officers had resigned from the National Police, which was unable to recruit new cadets after the traumatic terrorist attack.Two years after the ELN attack, the police still is 20,000 men and women short to reach the 180,000 officers that made up the force before the guerrillas dealt one of their biggest blows to the police in history.At the current speed, Molano and the police will need almost four years to recover from the attack that did not just kill the cadets, but left the institution undermanned for years.To complicate matters further, the defense minister asked mayors to chip in to provide the financial incentives for new recruits that would allow Molano to meet his target.Molano the man for the job?Whether Molano, a business administrator, will be able to pull the National Police and the National Army out of their respective crises begs the question.The former chief of staff of President Ivan Duque has no experience in public security or national defense, and expressed more interest in to his political party, the far-right Democratic Center, than the security challenges Colombia is facing as a consequence of the coronavirus and the increased violence by illegal armed groups. defense ministryDiego MolanoNational Police ",https://colombiareports.com/colombias-new-defense-minister-asks-mayors-for-money-to-recruit-police/,Colombia’s defense minister asks mayors for money to recruit police
body,link,title
" Buenaventura, Colombia’s biggest port city on the Pacific coast, will always be subjected to mafia terror until “the state takes control for once,” according to the mayor.This would be a novelty, according to Mayor Victor Hugo Vidal, a former community leader who has been demanding an end to state neglect for years.Vidal’s 2019 election triggered a violent offensive against local authorities from organized crime group “La Local” without any response from President Ivan Duque or his cabinet.What may be Colombia’s biggest drug trafficking hub somehow is not and never had been a priority in Bogota.The latest of countless turf warsLa Local stopped fighting the mayor in December when the organized crime group split into two rival factions.Since then, Buenaventura’s 500,000 residents have been terrorized by  violence between “Los Shotas” and “Los Espartanos,” according to several authorities.“Since the split of La Local, the two structures have increased their pressure on children, teenagers and young adults to join one of the two sides,” the national human rights office said in formal warning last week.The rupture in La Local occurred even before the organized crime group was able to expel or exterminate “La Empresa,” which used to control the port city.On the outskirts of the city, ELN guerrillas, paramilitary group AGC and dissidents of demobilized rebel group FARC have been vying for control of drug trafficking routes to the port and coastal swamps.Mandatory silenceThe latest turf war has destroyed what was left of the local economy while the gangs, the guerrillas and the paramilitaries prey on the starving locals.Buenaventura’s residents are unable to speak about the latest turf war as the gangs disputing Buenaventura’s urban area, its port and its criminal rackets made it clear that anyone opening their mouth will be killed.The only people who are able to talk about the situation are locals who have fled the port city and an occasional human rights defender.Several armed men arrived in the area at night, they were hooded and with weapons. They entered the area through the back of my house, I imagine from the creek that flows to the open sea. These people killed two boys, apparently from another gang. The days following the attack these people returned and some of them went into several houses in the sector and threatened the inhabitants to make sure we would not say anything, they took over the neighborhood and threatened to kill anyone who said anything, so we decided to leave.Displaced residentThe streets are disputed by the illegal armed actors and the community can’t say a thing. From 4 or 5 o’clock in the afternoon the doors of the houses have to be closed. That is the reality we are living today.Human rights defender Orlando CastilloNo news from BogotaThe mayor has been lobbying Bogota for investment to boost the local economy since he took office in January last year, but without success.Vidal spent his life enduring Buenaventura’s perpetual cycles of violence and can guess how the latest will end.The gangs reach an agreement, one of the parties wins the fight or the State takes control of the situation for once.Mayor Victor Hugo VidalLocal human rights defender Orlando Castillo, the local ombudsman and conflict analyst Juan Manuel Torres agree that Buenaventura will never be able to live in peace unless the national government ends its historic neglect and invests in the city.“Before the pandemic, unemployment was 75%, but this number has increased,” Buenaventura ombudsman Edwin Patiño told newspaper El Espectador, who stressed the city’s youth were easy pickings for either gangs or illegal armed groups unless they have food or a job.More than police reinforcements, we need social intervention. The high unemployment rate has become a key point for criminals because young people are unemployed.Buenaventura ombudsman Edwin PatiñoColombia’s failing state | Part 1: Antioquia and the art of decapitation“As long as there is no serious and responsible intervention, we will have to continue living with violence,” according to Castillo.“Especially with the pandemic, when there is less food on the table, people are hungry and there is a level of hopelessness and a loss of freedoms that are uncontrollable because of the violence,” Torres told El Espectador.The mayor wrote the president last week to requesting urgent support, stressing that “we don’t want criminals, but legitimate authorities to determine what happens in Buenaventura.”Duque, who was elected in 2018 with the help of the mafia, has yet to respond. BuenaventuraFailing state seriesorganized crimepublic safetyValle del Cauca ",https://colombiareports.com/colombias-failing-state-part-2-who-is-the-boss-in-buenaventura/,Colombia’s failing state | Part 2: who is the boss in Buenaventura?
" Colombia’s former President Juan Manuel Santos asked US President Joe Biden to reverse a decision to designate Cuba as a state sponsor of terrorism.Santos made the requested on behalf of The Elders, a group of leaders “working together for peace, justice and human rights” founded by late South African President Nelson Mandela.According to Colombia’s former president, the decision of the US’ former Secretary of State Mike Pompeo to designate the Caribbean nation state as a state terrorism sponsor violated “the principle that no state should face negative repercussions for helping to facilitate peace agreements.”Pompeo put Cuba on the terrorism sponsor list last year, citing the communist Caribbean state’s refusal to extradite peace negotiators of the Colombian guerrilla group ELN to Bogota.US further complicates prospects for peace in ColombiaThe extradition request by the government of President Ivan Duque violated international agreements that allowed the beginning of peace talks with the ELN in 2017.Duque suspended these talks after taking office in August 2018 and demanded the extradition of the peace negotiators after an ELN guerrilla killed more than 70 police cadets in a terrorist attack in January 2019.On behalf of The Elders, the Nobel Peace Prize laureate said to “unequivocally reject the decision” of Pompeo and said Biden “should immediately begin the review process to overturn this.”Cuba should be applauded for the crucial role it played in helping to end decades of conflict and facilitating reconciliation in Colombia, not face sanctions for having done so. Countries which facilitate peace processes deserve our thanks and appreciation.Former President Juan Manuel SantosThe former president’s request was met with fierce criticism from Duque’s far-right Democratic Center (CD) party, which has consistently opposed peace talks with the ELN and a peace process that followed successful talks between Santos and the now-defunct FARC guerrilla group.Santos won’t hold back in his support of criminals and dictatorships that protect them. He… is the number one lobbyist for narcoterrorism and its paradises.Senator Carlos Felipe MejiaTwo senators of Colombia’s ruling party and Duque’s political patron, former President Alvaro Uribe, are former associates of the Medellin Cartel.Uribe additionally is being investigated for allegedly founding a paramilitary group that joined the AUC before it was designated a foreign terrorist organization by the US State Department in 2001.A 200-year history lesson on the ELN’s war with Colombia’s stateApart from Santos, two other members of The Elders, former UN Secretary General Ban Ki-Moon and former Mexican President Ernesto Zedillo, were present at the signing of peace with the FARC in November 2016.The group has consistently supported efforts to end Colombia’s armed conflict and political violence. CubaELNJoe BidenJuan Manuel Santospeace talksUnited States ",https://colombiareports.com/colombias-ex-president-asks-biden-to-remove-cuba-from-terror-list/,Colombia’s ex-president asks Biden to remove Cuba from terror list
" Colombia’s new defense minister Diego Molano kicked off his first day in office on Saturday negating the security threat posed by political violence.In his first speech, Molano confirmed public concerns that the business administrator is loyal to the controversial Democratic Center party above all else.The defense minister’s negation of the violence against people involved in the implementation of a 2016 peace deal with former FARC guerrillas is similar to that of his predecessor, former Defense Minister Carlos Holmes Trujillo, who died of COVID-19 last month.Like Trujillo, the far-right loyalist of former President Alvaro Uribe has regularly stigmatized or criminalized government critics, which is what incites most violence, according to social organizations.The so-called Uribistas’ verbal aggression has become a constant in the so-called Democratic Center party of which at least three leading members started their political career under the wings of the Medellin Cartel and many have been associated with far-right death squads.Colombia’s government “inciting violence” against former rebels: UNMolano falsely claimed that drug traffickers pose the biggest threat to social leaders, which allows the minister to continue his predecessor’s ineffective counternarcotics policy.The government’s refusal to implement the peace deal or effectively provide public security where needed has plunged Colombia’s countryside in a gradually worse security crisis since the president took office in 2018.The defense minister’s lack of relevant experience and failure to understand his job would provide little hope he will be less inept than his late predecessor who saw massacres almost quadruple in the year he was in office.Uribe’s alleged criminal activity and financial sponsors of the Democratic Center who have been accused of involvement in crimes against humanity give the Uribistas a good reason to oppose the peace process, and the war crimes tribunal in particular as many of them could disappear behind bars. defense ministryDiego Molano ",https://colombiareports.com/colombias-new-defense-minister-kicks-off-first-day-negating-political-violence/,Colombia’s new defense minister kicks off first day negating political violence
